montant,heure,frequence_7j,anciennete_jours,type_contrepartie,fraude
4400.0,21,3,685,agent,0
1565.0,22,3,487,particulier,0
1946.0,21,9,251,particulier,0
1510.0,7,3,542,particulier,0
1200.0,13,5,616,agent,0
8140.0,10,2,2007,particulier,0
5915.0,21,4,1330,particulier,0
7557.0,22,2,659,agent,0
3406.0,21,2,1171,particulier,0
6376.0,12,2,471,particulier,0
737.0,9,4,1236,agent,0
6861.0,20,3,1403,particulier,0
3830.0,23,3,304,particulier,0
5614.0,16,4,1855,particulier,0
4551.0,19,4,611,particulier,0
1424.0,11,1,685,particulier,0
922.0,4,2,882,agent,0
1799.0,20,2,224,particulier,0
5325.0,7,5,175,particulier,0
5923.0,10,2,1766,particulier,0
1030.0,18,2,2123,agent,0
1431.0,23,3,920,particulier,0
1782.0,20,3,278,particulier,0
2432.0,9,4,1488,particulier,0
1035.0,16,1,307,particulier,0
984.0,20,1,1802,facture,0
1638.0,22,3,1418,particulier,0
3545.0,7,0,2157,particulier,0
1208.0,17,3,1243,agent,0
2986.0,10,7,432,particulier,0
8101.0,19,1,1162,particulier,0
1090.0,9,2,1841,particulier,0
2764.0,19,2,1074,particulier,0
7872.0,23,3,1567,particulier,0
2309.0,9,1,1777,particulier,0
2023.0,16,2,387,particulier,0
8857.0,21,1,88,agent,1
2540.0,13,6,1940,facture,0
8424.0,23,2,1479,agent,0
4744.0,20,0,263,particulier,0
2462.0,13,4,1338,particulier,0
4953.0,7,3,2138,agent,0
4326.0,18,2,868,particulier,0
7846.0,22,2,194,particulier,0
2067.0,21,0,296,particulier,0
3412.0,19,2,1621,particulier,0
3127.0,19,6,331,agent,0
5994.0,23,3,2096,particulier,0
1378.0,10,3,1096,particulier,0
7820.0,22,3,964,agent,0
4897.0,23,3,1335,agent,0
1076.0,12,2,230,particulier,0
9201.0,11,5,1581,particulier,0
22004.0,9,4,1686,agent,1
7720.0,23,5,665,particulier,0
11080.0,21,5,545,agent,0
3542.0,11,3,2014,particulier,0
802.0,23,8,864,particulier,0
687.0,18,1,1243,particulier,0
4092.0,14,1,1907,agent,0
1992.0,10,7,1659,particulier,0
1514.0,19,5,654,agent,0
3123.0,21,3,1878,particulier,0
5559.0,23,3,2031,agent,0
958.0,10,4,1271,particulier,0
2249.0,14,5,163,agent,0
11889.0,23,3,2020,particulier,0
1321.0,6,1,692,particulier,0
6900.0,23,0,239,particulier,0
2182.0,22,2,1467,particulier,0
5239.0,21,2,1292,particulier,0
8373.0,20,4,1776,agent,0
6186.0,18,1,2175,particulier,0
7135.0,17,3,505,particulier,0
1238.0,20,4,508,particulier,0
8490.0,11,5,578,particulier,0
1596.0,23,3,355,particulier,0
4108.0,21,4,2194,particulier,0
4103.0,9,1,1228,agent,0
4976.0,10,1,1648,agent,0
4387.0,19,0,545,particulier,0
1608.0,22,3,1337,particulier,0
1046.0,20,2,118,particulier,0
6915.0,9,2,1763,particulier,0
3858.0,8,0,834,particulier,0
8751.0,23,3,213,particulier,0
3172.0,23,5,639,particulier,0
998.0,22,5,1633,agent,0
7489.0,7,2,716,particulier,0
2405.0,23,3,1856,agent,0
4406.0,22,5,1701,particulier,0
1900.0,19,3,1001,particulier,0
13328.0,10,2,1745,particulier,0
1564.0,11,2,1391,particulier,0
2473.0,23,4,491,particulier,0
3610.0,11,5,2009,agent,0
1302.0,20,3,241,facture,0
4363.0,8,2,246,particulier,0
12966.0,7,3,736,particulier,0
2171.0,18,7,1747,particulier,0
4609.0,22,1,1635,particulier,0
318.0,18,4,1444,particulier,0
3187.0,7,1,1483,particulier,0
2525.0,20,1,1984,particulier,0
1643.0,22,5,835,agent,0
8260.0,20,2,351,facture,0
2497.0,18,3,1051,particulier,0
2833.0,23,2,492,facture,0
2391.0,9,3,1079,particulier,0
646.0,21,0,1302,particulier,0
1259.0,23,3,1661,particulier,0
7457.0,19,3,650,particulier,0
548.0,9,3,1900,particulier,0
1718.0,19,3,340,particulier,0
2345.0,21,1,1901,agent,0
14503.0,20,3,598,particulier,0
6332.0,23,2,1446,particulier,0
2052.0,19,4,475,agent,0
9985.0,23,1,984,agent,0
1756.0,23,4,1004,particulier,0
7768.0,21,2,963,particulier,0
1038.0,19,1,48,particulier,0
8203.0,20,5,1529,particulier,0
2333.0,6,3,695,particulier,0
1374.0,23,5,247,particulier,0
2739.0,20,2,2105,particulier,0
4170.0,12,7,351,particulier,0
2163.0,21,2,192,agent,0
5276.0,8,3,1868,particulier,0
2007.0,20,5,1879,particulier,0
5582.0,11,6,1814,particulier,0
4798.0,23,3,2013,particulier,0
3128.0,19,2,1481,agent,0
2264.0,8,4,391,agent,0
3747.0,23,3,1823,particulier,0
5259.0,19,2,700,agent,0
19006.0,23,2,1261,particulier,0
7321.0,23,3,1554,particulier,0
7552.0,6,4,1112,particulier,0
45489.0,19,7,1637,particulier,1
5108.0,20,5,839,agent,0
4974.0,20,2,487,particulier,0
5993.0,23,0,421,particulier,0
1397.0,12,3,1433,particulier,0
2259.0,20,4,1049,agent,0
2143.0,18,4,2175,particulier,0
5713.0,18,5,1986,particulier,0
2841.0,19,3,1148,particulier,0
3705.0,21,5,639,particulier,0
8303.0,13,3,1402,particulier,0
6861.0,19,1,24,particulier,0
2871.0,16,3,125,particulier,0
1864.0,7,6,1334,particulier,0
8647.0,21,5,153,particulier,0
6360.0,7,2,1574,particulier,0
841.0,18,5,462,facture,0
2525.0,23,1,1426,particulier,0
3792.0,23,5,342,particulier,0
6387.0,21,6,348,particulier,0
7141.0,9,6,777,particulier,0
4194.0,22,0,1074,agent,0
5418.0,22,1,588,particulier,0
3479.0,14,3,748,agent,0
1858.0,22,4,1496,particulier,0
2638.0,23,3,2176,particulier,0
3348.0,19,1,864,particulier,0
3199.0,23,8,1387,particulier,0
663.0,9,3,15,particulier,0
2350.0,14,5,1290,particulier,0
3456.0,19,4,1480,particulier,0
2594.0,19,0,2169,facture,0
2671.0,21,1,177,agent,0
4988.0,23,3,1201,particulier,0
1317.0,21,1,1848,particulier,0
826.0,23,6,83,particulier,0
2451.0,19,2,1933,particulier,0
6308.0,16,7,839,facture,0
13828.0,21,3,309,particulier,0
6405.0,19,2,1717,agent,0
946.0,18,2,1898,particulier,0
2704.0,6,4,1889,agent,0
4098.0,19,1,1337,particulier,0
3831.0,19,3,548,agent,0
5210.0,10,6,1461,particulier,0
1511.0,21,3,538,particulier,0
3481.0,20,2,399,particulier,0
4709.0,6,2,1776,agent,0
6646.0,20,2,702,particulier,0
1661.0,18,1,1240,agent,0
2457.0,17,1,1316,particulier,0
331.0,20,1,240,particulier,0
1943.0,17,2,1732,particulier,0
2110.0,18,5,322,particulier,0
1385.0,20,5,759,particulier,0
3792.0,23,1,232,particulier,0
3141.0,23,2,2026,particulier,0
483.0,22,6,772,agent,0
3957.0,20,3,2051,facture,0
1497.0,19,1,955,particulier,0
4978.0,21,1,1924,particulier,0
1108.0,23,7,2050,particulier,0
3380.0,8,2,237,agent,0
2590.0,7,4,2146,particulier,0
4263.0,20,2,443,particulier,0
3663.0,20,5,846,particulier,0
2652.0,9,3,1864,particulier,0
893.0,19,4,1968,particulier,0
939.0,6,2,2004,particulier,0
2006.0,8,3,305,particulier,0
3271.0,11,3,615,particulier,0
1964.0,18,1,1385,particulier,0
5605.0,20,4,1730,agent,0
2598.0,19,0,346,particulier,0
1451.0,20,2,1231,particulier,0
2601.0,12,4,1585,facture,0
3992.0,8,2,1341,particulier,0
4342.0,21,6,664,particulier,0
16263.0,17,5,1486,agent,0
1866.0,12,4,1693,particulier,0
3095.0,10,4,2012,particulier,0
4732.0,10,2,2164,agent,0
3230.0,20,6,1336,particulier,0
2153.0,9,5,1061,agent,0
883.0,20,3,1899,particulier,0
2134.0,18,0,1922,particulier,0
1323.0,18,5,758,particulier,0
759.0,22,3,287,particulier,0
1675.0,7,6,621,particulier,0
1353.0,23,7,627,particulier,0
5411.0,20,3,2150,particulier,0
5491.0,20,3,2075,particulier,0
1528.0,6,3,1343,particulier,0
2641.0,16,2,31,facture,0
679.0,21,2,626,particulier,0
2164.0,22,2,1211,particulier,0
4625.0,23,3,2007,agent,0
6642.0,23,8,137,particulier,0
1797.0,23,3,1372,agent,0
8055.0,23,4,1979,agent,0
908.0,8,3,2116,facture,0
1141.0,9,4,304,particulier,0
6022.0,21,0,1545,facture,0
13636.0,16,1,1385,agent,0
5011.0,21,4,562,particulier,0
3183.0,22,5,965,particulier,0
510.0,20,1,309,particulier,0
590.0,11,3,1473,particulier,0
3678.0,7,4,7,particulier,0
2430.0,21,2,578,particulier,0
1287.0,6,1,1433,agent,0
3483.0,12,4,1054,particulier,0
3633.0,23,3,1774,particulier,0
7352.0,6,3,1661,particulier,0
3700.0,9,3,1798,particulier,0
9359.0,10,3,99,particulier,0
3317.0,6,0,54,particulier,0
2987.0,18,6,1914,particulier,0
8141.0,23,5,1003,agent,0
1434.0,11,2,610,particulier,0
36036.0,22,1,1263,agent,1
4532.0,17,2,1119,facture,0
4554.0,22,2,1727,particulier,0
5148.0,20,1,1348,particulier,0
16245.0,23,1,1045,particulier,0
6462.0,12,2,501,facture,0
842.0,23,2,1853,particulier,0
10861.0,23,2,17,particulier,0
2466.0,19,4,1727,particulier,0
3609.0,23,4,950,particulier,0
1111.0,8,2,2149,particulier,0
5153.0,8,4,2015,particulier,0
1894.0,4,0,297,particulier,0
3587.0,22,3,891,particulier,0
2588.0,9,6,791,agent,0
16920.0,21,1,1584,facture,0
17764.0,21,3,1849,agent,0
3427.0,8,4,1601,particulier,0
3479.0,18,8,2145,particulier,0
2398.0,17,2,1980,particulier,0
8435.0,8,3,2064,particulier,0
2491.0,21,5,1795,particulier,0
2303.0,8,3,182,particulier,0
7569.0,22,5,981,facture,0
2085.0,22,7,2154,agent,0
3190.0,10,4,770,agent,0
859.0,23,5,1118,agent,0
5994.0,20,6,1709,agent,0
17150.0,22,2,296,particulier,0
6082.0,16,4,552,particulier,0
11413.0,15,1,151,particulier,0
1605.0,8,3,1292,particulier,0
4027.0,22,2,2122,particulier,0
1478.0,23,7,130,agent,0
2715.0,20,1,1124,particulier,0
6351.0,21,2,418,particulier,0
3592.0,22,5,899,particulier,0
992.0,6,4,709,particulier,0
1077.0,22,3,1637,particulier,0
1018.0,18,3,1824,particulier,0
5003.0,17,5,269,particulier,0
19040.0,19,4,82,particulier,1
10489.0,22,2,922,particulier,0
657.0,19,1,797,particulier,0
11025.0,22,1,798,particulier,0
7302.0,18,2,783,particulier,0
886.0,19,2,926,agent,0
2546.0,7,2,2141,particulier,0
8360.0,19,5,1763,particulier,0
5260.0,7,2,1105,agent,0
1083.0,14,1,1308,particulier,0
5537.0,23,1,988,particulier,0
535.0,20,5,1514,particulier,0
2726.0,18,4,529,particulier,0
8667.0,9,3,1598,agent,0
3346.0,19,5,936,particulier,0
2156.0,19,6,1057,particulier,0
7016.0,18,3,764,particulier,0
7544.0,6,4,1506,particulier,0
10032.0,23,4,2106,agent,0
6927.0,11,3,2105,particulier,0
8260.0,23,6,429,facture,0
6142.0,19,2,775,particulier,0
4129.0,8,2,1364,particulier,0
3555.0,20,3,1174,particulier,0
2693.0,17,5,345,particulier,0
1176.0,19,2,2096,particulier,0
1463.0,5,3,541,particulier,0
2592.0,7,2,1760,particulier,0
4045.0,21,5,2187,particulier,0
11211.0,9,5,739,facture,0
3179.0,21,1,695,particulier,0
7731.0,22,6,292,particulier,0
8245.0,9,4,1236,agent,0
2706.0,10,5,1782,agent,0
5462.0,7,2,635,agent,0
2678.0,10,2,658,particulier,0
10136.0,19,2,142,agent,0
5656.0,10,2,571,particulier,0
1198.0,16,7,1441,particulier,0
3779.0,17,5,1523,particulier,0
13372.0,9,5,1723,particulier,0
2824.0,17,3,889,agent,0
4820.0,20,2,1360,particulier,0
5240.0,9,7,2160,particulier,0
1365.0,18,5,1424,particulier,0
5085.0,21,2,1494,particulier,0
1008.0,21,2,1014,particulier,0
1936.0,22,1,1625,particulier,0
8220.0,18,3,228,particulier,0
4462.0,18,1,766,particulier,0
2543.0,10,2,1653,particulier,0
4815.0,20,1,1818,agent,0
3130.0,8,8,1210,particulier,0
3330.0,2,3,30,particulier,0
5758.0,22,1,331,particulier,0
1775.0,11,1,1182,particulier,0
3409.0,23,5,1805,particulier,0
2526.0,19,6,1454,agent,0
856.0,9,2,1162,particulier,0
1507.0,8,5,44,particulier,0
12494.0,20,4,1264,agent,0
4569.0,20,7,188,agent,0
1070.0,21,1,1914,particulier,0
890.0,7,1,1912,particulier,0
2995.0,23,2,1197,particulier,0
12419.0,19,3,1866,particulier,0
2811.0,19,2,61,agent,0
10006.0,20,1,294,particulier,0
4443.0,22,11,816,particulier,0
4918.0,20,0,1249,particulier,0
1059.0,19,4,899,particulier,0
7309.0,20,5,22,agent,0
2478.0,23,2,1623,particulier,0
6861.0,23,7,715,particulier,0
1649.0,21,2,2083,agent,0
3830.0,10,1,1777,particulier,0
4444.0,23,2,227,particulier,0
2890.0,22,3,1044,particulier,0
4646.0,21,3,2056,facture,0
2627.0,20,2,260,particulier,0
1898.0,15,1,850,agent,0
12896.0,11,2,960,particulier,0
8035.0,23,5,680,particulier,0
1725.0,17,1,1635,particulier,0
5341.0,19,1,341,particulier,0
1752.0,9,3,51,agent,0
1204.0,19,1,1821,agent,0
7933.0,11,1,1063,agent,0
774.0,23,2,888,particulier,0
7243.0,10,5,143,agent,0
2658.0,23,4,112,particulier,0
2752.0,21,5,2169,particulier,0
4667.0,20,6,1902,particulier,0
5399.0,22,2,763,facture,0
1632.0,11,1,902,particulier,0
6064.0,18,3,1963,particulier,0
3628.0,20,3,1518,agent,0
1133.0,7,2,214,agent,0
2852.0,16,2,2192,particulier,0
10658.0,23,5,786,particulier,0
13699.0,21,9,76,particulier,1
6062.0,22,3,1220,agent,0
1198.0,6,1,198,agent,0
4999.0,19,1,1880,particulier,0
6790.0,11,1,1298,particulier,0
6105.0,20,3,1214,particulier,0
6420.0,20,1,2061,particulier,0
4486.0,8,7,137,agent,0
3098.0,9,2,1948,particulier,0
1964.0,19,2,907,particulier,0
656.0,23,5,590,particulier,0
4397.0,20,7,268,particulier,0
3859.0,9,6,566,particulier,0
5292.0,16,4,2134,particulier,0
1057.0,21,4,487,particulier,0
5700.0,22,2,1003,particulier,0
18890.0,8,2,2137,particulier,0
3522.0,22,1,2185,particulier,0
3126.0,21,3,2097,agent,0
4284.0,6,2,1009,particulier,0
18536.0,22,6,2151,particulier,0
1380.0,20,1,1778,agent,0
3916.0,18,4,1185,agent,0
1670.0,23,2,240,particulier,0
2069.0,11,1,1188,particulier,0
3158.0,18,3,239,particulier,0
10355.0,21,5,336,particulier,0
15227.0,21,1,752,facture,0
4822.0,20,6,1173,particulier,0
2392.0,19,2,109,agent,0
27415.0,10,4,720,particulier,0
2291.0,23,0,2100,particulier,0
2027.0,21,2,246,particulier,0
729.0,16,3,986,particulier,0
10793.0,8,3,1726,particulier,0
7503.0,14,3,962,particulier,0
25723.0,17,3,1154,particulier,0
1011.0,19,3,379,particulier,0
11378.0,11,5,923,agent,0
3497.0,8,9,2022,particulier,0
6537.0,20,3,1639,facture,0
812.0,10,4,787,particulier,0
11474.0,10,3,1566,agent,0
6429.0,16,0,420,agent,0
3187.0,21,4,2192,particulier,0
5701.0,21,6,1899,particulier,0
1719.0,17,4,2052,particulier,0
2013.0,11,4,805,agent,0
2222.0,21,2,1504,particulier,0
682.0,20,2,1394,agent,0
6853.0,15,3,1723,particulier,0
9071.0,10,3,211,particulier,0
1815.0,21,5,1213,agent,0
4429.0,21,0,1769,particulier,0
2629.0,12,2,680,particulier,0
4355.0,5,0,289,particulier,0
1932.0,17,3,1347,facture,0
1555.0,23,2,1752,particulier,0
8057.0,7,2,1263,particulier,0
3120.0,23,5,792,particulier,0
18376.0,9,7,2147,particulier,1
3427.0,21,1,387,particulier,0
1499.0,7,3,2187,particulier,0
9348.0,18,1,1179,particulier,0
5632.0,19,4,1243,particulier,0
6111.0,23,5,113,particulier,0
9063.0,8,2,452,particulier,0
1891.0,9,3,1700,particulier,0
2957.0,20,3,1504,particulier,0
2848.0,18,4,1403,agent,0
1100.0,23,4,623,particulier,0
2633.0,22,1,912,particulier,0
10259.0,19,2,547,facture,0
4031.0,12,2,994,particulier,0
1049.0,21,7,1396,particulier,0
878.0,13,1,1555,particulier,0
13562.0,21,4,233,agent,0
3051.0,10,2,2116,facture,0
1900.0,17,2,294,facture,0
2610.0,20,5,820,agent,0
939.0,10,2,1543,particulier,0
11044.0,19,3,623,agent,0
2359.0,13,3,1551,particulier,0
10533.0,9,2,616,agent,0
3442.0,9,2,1181,facture,0
11104.0,10,0,925,particulier,0
4098.0,17,0,1154,particulier,0
6804.0,19,3,1267,particulier,0
6071.0,9,2,1372,agent,0
5596.0,21,3,1521,particulier,0
4428.0,18,5,1504,particulier,0
2703.0,21,3,1515,particulier,0
16783.0,8,4,1765,agent,0
1524.0,22,3,1496,particulier,0
3307.0,18,5,853,facture,0
3336.0,11,3,1193,agent,0
4638.0,13,2,550,agent,0
2287.0,18,5,557,particulier,0
4305.0,20,4,2019,agent,0
2854.0,12,4,996,particulier,0
859.0,18,4,356,agent,0
3321.0,16,5,233,particulier,0
1293.0,11,2,696,particulier,0
754.0,20,5,138,particulier,0
3701.0,23,2,432,agent,0
4988.0,21,6,1042,particulier,0
5155.0,19,6,579,particulier,0
5335.0,20,3,1692,particulier,0
637.0,23,5,1391,particulier,0
1036.0,8,5,546,particulier,0
17632.0,8,4,192,particulier,0
1353.0,20,2,1945,facture,0
5537.0,22,1,427,particulier,0
1837.0,19,4,1553,particulier,0
3525.0,23,2,1091,particulier,0
1923.0,23,0,964,particulier,0
5310.0,22,2,1239,agent,0
3701.0,20,2,1737,particulier,0
2251.0,17,5,1278,particulier,0
1349.0,20,3,2027,particulier,0
4137.0,10,7,2113,agent,0
1175.0,10,3,1446,particulier,0
4738.0,11,5,380,particulier,0
30715.0,7,8,219,particulier,1
10380.0,19,2,160,particulier,0
6067.0,17,4,2159,agent,0
3063.0,10,5,1098,particulier,0
634.0,23,3,38,particulier,0
1071.0,22,4,894,particulier,0
9802.0,12,4,1601,particulier,0
1684.0,8,4,1752,particulier,0
1818.0,8,6,1889,particulier,0
2862.0,23,7,12,particulier,0
1336.0,11,3,1084,particulier,0
1161.0,22,5,305,particulier,0
3156.0,23,1,1531,agent,0
1544.0,6,4,1635,particulier,0
1755.0,19,1,1369,particulier,0
1696.0,13,6,1002,particulier,0
5136.0,8,6,1216,particulier,0
2705.0,11,2,1732,particulier,0
2831.0,21,4,1156,particulier,0
5472.0,23,0,1512,particulier,0
2920.0,11,1,90,particulier,0
2601.0,23,8,440,particulier,0
4914.0,23,2,1676,particulier,0
5814.0,21,5,477,agent,0
2907.0,18,2,1194,agent,0
3528.0,5,2,746,particulier,0
1695.0,15,4,509,particulier,0
1585.0,12,3,2076,particulier,0
6335.0,19,2,1364,particulier,0
4809.0,23,0,1022,agent,0
4851.0,17,3,966,particulier,0
4183.0,6,1,426,facture,0
3426.0,22,1,224,facture,0
5955.0,22,1,420,particulier,0
7294.0,19,3,2181,particulier,0
7148.0,20,6,2164,particulier,0
3024.0,23,4,1141,particulier,0
10710.0,23,4,2063,particulier,0
4001.0,20,2,995,particulier,0
5639.0,19,1,1762,particulier,0
4187.0,17,3,1470,particulier,0
4064.0,10,5,2151,particulier,0
1763.0,11,2,2044,particulier,0
5980.0,12,3,2022,particulier,0
36994.0,10,0,1173,particulier,0
2396.0,23,2,369,particulier,0
3499.0,15,5,1426,facture,0
2255.0,23,2,785,particulier,0
2176.0,21,2,689,particulier,0
12244.0,9,5,585,particulier,0
1859.0,19,1,2198,particulier,0
2202.0,20,5,612,agent,0
855.0,21,2,175,agent,0
1730.0,7,5,879,agent,0
771.0,16,2,853,particulier,0
5637.0,23,2,1498,particulier,0
35587.0,22,3,473,particulier,0
2412.0,5,7,1682,particulier,0
799.0,8,3,1650,particulier,0
7080.0,23,2,1627,particulier,0
1776.0,8,8,968,facture,0
9941.0,18,2,1384,particulier,0
2592.0,23,1,1190,particulier,0
1926.0,22,6,1175,particulier,0
2832.0,18,8,1021,particulier,0
6274.0,23,3,1069,particulier,0
2715.0,21,2,274,particulier,0
2160.0,11,2,881,particulier,0
2782.0,22,2,555,particulier,0
1118.0,21,6,2061,particulier,0
4617.0,20,3,1869,agent,0
721.0,7,5,1988,agent,0
2259.0,22,4,2121,particulier,0
6282.0,23,6,2126,particulier,0
4262.0,21,2,972,particulier,0
5441.0,20,7,1075,particulier,0
3117.0,21,6,2161,particulier,0
8904.0,12,4,489,particulier,0
7230.0,22,3,242,particulier,0
4814.0,20,2,420,particulier,0
7248.0,10,4,1851,particulier,0
6235.0,8,5,798,agent,0
2268.0,22,3,169,agent,0
1051.0,21,2,1272,particulier,0
4709.0,9,3,1728,particulier,0
5241.0,19,2,1268,particulier,0
8324.0,21,4,2126,particulier,0
1486.0,23,5,79,particulier,0
1525.0,22,2,968,particulier,0
4870.0,23,4,2173,particulier,0
3101.0,8,3,2188,particulier,0
663.0,19,6,1129,particulier,0
4532.0,23,2,1157,particulier,0
682.0,16,2,2099,particulier,0
1475.0,21,2,1332,particulier,0
10393.0,6,2,1112,particulier,0
15540.0,10,3,268,particulier,0
1172.0,7,5,1989,particulier,0
2490.0,10,3,681,particulier,0
3416.0,20,3,1096,agent,0
14974.0,22,5,1453,particulier,0
2167.0,22,1,939,particulier,0
2197.0,11,5,26,agent,0
12288.0,22,3,1970,particulier,0
2396.0,22,4,915,particulier,0
6087.0,20,5,165,agent,0
939.0,22,5,629,particulier,0
2848.0,19,3,43,particulier,0
804.0,8,3,1194,particulier,0
1343.0,18,4,1050,particulier,0
6723.0,22,4,675,particulier,0
3158.0,22,6,1481,particulier,0
2512.0,20,1,2135,agent,0
1743.0,22,3,1546,particulier,0
2731.0,23,3,673,particulier,0
4255.0,18,0,1350,particulier,0
7597.0,23,3,1274,particulier,0
354.0,14,3,235,particulier,0
1625.0,20,4,369,particulier,0
3772.0,5,4,1814,agent,0
3029.0,9,4,197,particulier,0
4642.0,23,1,1104,particulier,0
4136.0,14,1,1682,agent,0
2542.0,23,4,614,particulier,0
2105.0,18,2,908,agent,0
2674.0,21,4,267,particulier,0
8747.0,19,3,888,particulier,0
1768.0,11,4,1605,particulier,0
3123.0,7,3,1726,particulier,0
3850.0,19,2,367,particulier,0
12411.0,8,3,172,particulier,0
2552.0,10,3,1235,agent,0
7443.0,20,0,1667,particulier,0
9388.0,18,5,190,particulier,0
3121.0,8,3,422,particulier,0
2754.0,9,5,1599,agent,0
2491.0,12,4,1872,particulier,0
2651.0,21,4,375,particulier,0
6810.0,10,6,869,particulier,0
4009.0,16,1,1301,particulier,0
4024.0,20,1,1764,particulier,0
1266.0,20,1,474,particulier,0
1448.0,8,6,2110,particulier,0
20372.0,17,3,1960,facture,0
2832.0,23,3,1700,particulier,0
1705.0,9,4,2086,particulier,0
11119.0,16,3,796,particulier,0
4186.0,11,1,2197,particulier,0
5385.0,22,7,975,particulier,0
2930.0,23,4,1263,particulier,0
2513.0,15,2,2025,particulier,0
2852.0,12,3,623,agent,0
1017.0,9,2,1671,particulier,0
3057.0,20,2,720,particulier,0
4237.0,5,0,1765,facture,0
15881.0,12,0,2078,particulier,0
3544.0,22,3,1488,particulier,0
453.0,20,4,1704,facture,0
3042.0,10,5,555,facture,0
33812.0,22,2,1021,agent,1
6880.0,6,2,1768,particulier,0
1654.0,19,2,1653,agent,0
5445.0,7,6,1149,agent,0
1753.0,9,1,695,particulier,0
1042.0,17,3,1392,agent,0
2450.0,18,6,1367,particulier,0
3561.0,23,4,485,particulier,0
671.0,9,2,233,agent,0
1240.0,23,5,1175,particulier,0
3324.0,23,5,382,agent,0
2329.0,9,5,1553,particulier,0
4608.0,23,4,1621,particulier,0
1173.0,22,3,791,particulier,0
6045.0,21,4,574,particulier,0
1204.0,8,6,1139,particulier,0
13311.0,22,0,1001,particulier,0
766.0,11,3,300,facture,0
1302.0,19,2,561,particulier,0
4697.0,10,2,527,particulier,0
13556.0,18,2,619,particulier,0
4306.0,23,2,794,particulier,0
5316.0,10,3,508,agent,0
3344.0,8,0,397,facture,0
1377.0,21,1,735,agent,0
2172.0,19,2,996,particulier,0
1176.0,23,3,2116,particulier,0
1111.0,20,4,1093,particulier,0
4635.0,8,0,123,facture,0
1268.0,4,3,1464,particulier,0
4323.0,20,3,1736,particulier,0
1089.0,22,6,1005,particulier,0
4238.0,22,1,1883,particulier,0
2175.0,22,3,1438,agent,0
10890.0,19,2,1459,particulier,0
4338.0,9,6,1930,particulier,0
9418.0,19,2,607,particulier,0
1733.0,19,4,1647,particulier,0
3455.0,12,4,653,agent,0
1431.0,19,5,695,particulier,0
2318.0,17,4,277,particulier,0
2637.0,18,7,1879,particulier,0
1778.0,21,4,1560,particulier,0
1172.0,22,4,876,particulier,0
991.0,19,1,735,particulier,0
451.0,8,1,1232,particulier,0
1342.0,22,3,1885,agent,0
5616.0,21,2,689,particulier,0
847.0,10,1,1835,particulier,0
1030.0,20,5,1471,particulier,0
15097.0,19,2,1265,agent,0
1918.0,23,2,623,particulier,0
4328.0,20,4,1033,particulier,0
5687.0,19,4,1648,particulier,0
5786.0,8,7,630,particulier,0
903.0,23,1,983,agent,0
2707.0,21,4,1597,agent,0
833.0,18,2,836,agent,0
26354.0,23,1,2083,agent,1
849.0,9,3,648,particulier,0
1352.0,10,3,1643,particulier,0
1360.0,9,7,1464,particulier,0
923.0,23,2,1292,agent,0
10401.0,18,5,708,particulier,0
25825.0,9,3,469,agent,0
2199.0,23,3,383,particulier,0
1072.0,18,3,1856,particulier,0
492.0,23,1,1481,particulier,0
2677.0,23,3,1472,particulier,0
2518.0,8,5,410,particulier,0
1894.0,10,6,1605,particulier,0
3977.0,22,4,816,particulier,0
4610.0,23,4,482,particulier,0
4336.0,10,4,1438,particulier,0
2518.0,19,5,909,agent,0
1292.0,11,3,735,agent,0
5802.0,17,2,192,particulier,0
3330.0,9,3,1271,particulier,0
7010.0,20,4,441,particulier,0
6448.0,21,3,1032,particulier,0
984.0,7,2,358,particulier,0
974.0,13,1,873,particulier,0
1733.0,9,2,251,particulier,0
1342.0,20,5,1480,facture,0
6260.0,11,3,2178,agent,0
4441.0,21,2,1078,agent,0
8386.0,23,5,648,particulier,0
4615.0,22,5,154,facture,0
3934.0,21,0,1437,agent,0
9134.0,12,6,2087,particulier,0
4911.0,11,5,1712,agent,0
3491.0,21,5,366,agent,0
11596.0,22,4,1344,particulier,0
3633.0,18,4,780,facture,0
2544.0,21,4,1484,agent,0
1616.0,19,1,626,particulier,0
5988.0,8,5,572,agent,0
9429.0,16,2,1500,agent,0
3156.0,20,6,290,particulier,0
10014.0,7,3,963,particulier,0
617.0,22,3,1611,particulier,0
3143.0,20,5,838,particulier,0
3184.0,15,2,788,facture,0
1776.0,22,8,1870,particulier,0
24991.0,23,2,2158,particulier,0
3114.0,8,5,2168,particulier,0
2330.0,19,3,1145,particulier,0
3368.0,7,0,1067,particulier,0
600.0,11,2,261,particulier,0
1727.0,6,6,874,particulier,0
7599.0,11,2,1231,agent,0
1930.0,9,5,1869,particulier,0
1629.0,10,4,2135,particulier,0
10028.0,22,6,1748,particulier,0
10293.0,20,2,1090,particulier,0
5112.0,10,3,440,particulier,0
2238.0,13,1,829,particulier,0
2688.0,7,6,850,particulier,0
1663.0,20,4,92,particulier,0
1414.0,8,4,14,particulier,0
1356.0,6,0,849,particulier,0
1948.0,6,7,1019,particulier,0
1367.0,20,3,841,particulier,0
872.0,22,2,1859,particulier,0
3970.0,20,4,1403,particulier,0
4021.0,23,2,2168,particulier,0
13984.0,23,4,2153,particulier,0
1867.0,19,3,562,particulier,0
4237.0,7,4,141,agent,0
